num,lat,lon,address,zip_code,building_name,occupancy,code,stories,yrblt,sqft,hazus,level,bldvalue,adjvalue,multiplier,contents,combined,day,night,assessor,Type,Update
54,34.26179,-118.52343,10535 ZELZAH AVE,91344,Granada Hills,School,EDU1,1,,37950,C3L,LC,3423849,8780461,1,8780461,1756092275,9,0,RC FRAME WITH SHEAR WALLS,,
55,34.08996,-118.30326,1055 N KINGSLEY DR,90029,,Residential,RES6,3,1938,5996,C3L,PC,627302,884793,0.5,442397,1327190,12,18,BX,,
56,34.08996,-118.30326,1055 N KINGSLEY DR,90029,,Nursing home,RES6,2,1936,10250,C2L,PC,1072355,1512530,0.5,756265,2268795,20,31,CX,,
57,34.08996,-118.30326,1055 N KINGSLEY DR,90029,,Nursing home,RES6,3,1937,25074,C2L,PC,2623242,3700017,0.5,1850009,5550026,50,75,CX,,
58,34.08996,-118.30326,1055 N KINGSLEY DR,90029,,Church,RES6,1,1937,45014,C2L,PC,4709365,6642441,0.5,3321221,9963662,90,135,CX,,
59,34.08996,-118.30326,1055 N KINGSLEY DR,90029,,Nursing home,RES6,4,1950,20187,C2M,LC,2111964,2978872,0.5,1489436,4468309,40,61,CX,,
60,33.93946,-118.30902,10610 S WESTERN AVE,90047,,Professional building,COM7,2,1962,25515,C3L,LC,3312357,8494540,1.5,12741810,2123635112,8,51,BX,,
61,34.26184,-118.29799,10625 PLAINVIEW AVE,91042,Verdugo Hills,School,EDU1,1,,14790,C2L,LC,1334354,3421950,1,3421950,6843901,296,0,"C2 w/ diaphragms consist of wood sheathing, or have large aspect ratios",,
62,34.04139,-118.42582,10730 W PICO BLVD,90064,Westside Pavilion,Shopping Mall,COM1,3,1964,470121,C3L,LC,33632456,86250434,1,8625043417,2500869470,1,0,BX,,
63,34.04139,-118.42582,10730 W PICO BLVD,90064,Westside Pavilion,Parking structure,COM1,3,1964,242904,C3L,LC,8448201,21665412,0.5,10832706,32498118,49,0,BX,,
64,34.06045,-118.43754,10740 WILSHIRE BLVD,90024,The Westwood on Wilshire,Hotel,RES4,18,1972,150962,C3H,LC,14110418,19902392,0.5,9951196,29853588,91,377,BX,,
65,34.05597,-118.43751,10752 OHIO AVE,90024,,Church,REL1,2,1932,10753,C2L,PC,1226702,1730233,1,1730233,3460466,699,0,CX,,
66,34.0512,-118.24476,108 W 2ND ST,90012,Higgins Building,Residential,RES3E,10,1910,12860,C3H,PC,1436333,2025912,0.5,1012956,3038869,15,40,BX,,
67,34.03103,-118.42018,10801 NATIONAL BLVD,90064,,Office,COM4,6,1969,62312,C3M,LC,6166396,15813721,1,15813721,3162744324,9,0,BX,,
68,34.05955,-118.44081,10822 WILSHIRE BLVD,90024,,Church,REL1,1,1938,3420,C3L,PC,390154,550302,1,550302,1100604,222,0,BX,,
69,34.05943,-118.44124,10850 WILSHIRE BLVD,90024,,Parking structure,COM1,1,1971,172919,C3L,LC,6014123,15423218,0.5,7711609,23134827,35,0,BX,,
70,33.93775,-118.30461,10860 S DENKER AVE,90047,George Washington,School,EDU1,2,,25000,C2L,LC,2255500,5784230,1,5784230,1156846050,0,0,"C2 w/ diaphragms consist of wood sheathing, or have large aspect ratios",,
71,33.93775,-118.30461,10860 S DENKER AVE,90047,George Washington,School,EDU1,1,,26000,C3L,LC,2345720,6015599,1,6015599,1203119852,0,0,RC FRAME WITH SHEAR WALLS,,
72,33.93775,-118.30461,10860 S DENKER AVE,90047,George Washington,School,EDU1,2,,33000,C3L,LC,2977260,7635183,1,7635183,1527036766,0,0,RC FRAME WITH SHEAR WALLS,,
73,34.02382,-118.41659,10860 WOODBINE ST,90034,Palms,School,EDU1,1,,13000,C3L,LC,1172860,3007799,1,3007799,6015599,260,0,RC FRAME WITH SHEAR WALLS,,
74,34.05884,-118.44349,10889 WILSHIRE BLVD,90024,,Parking structure,COM1,3,1962,127723,C3L,LC,4442206,11392037,0.5,5696019,17088056,26,0,BXC,,
75,34.0682,-118.44926,10915 STRATHMORE DR,90024,,Church,REL1,2,1965,8921,C3L,LC,1017708,1435451,1,1435451,2870902,580,0,BX,,
76,34.26838,-118.3028,10965 MT GLEASON AVE,91040,Mt Gleason,School,EDU1,1,,8100,C2L,LC,730782,1874090,1,1874090,3748181,162,0,"C2 w/ diaphragms consist of wood sheathing, or have large aspect ratios",,
77,34.26838,-118.3028,10965 MT GLEASON AVE,91040,Mt Gleason,School,EDU1,1,,13500,C2L,LC,1217970,3123484,1,3123484,6246968,270,0,"C2 w/ diaphragms consist of wood sheathing, or have large aspect ratios",,
78,34.26838,-118.3028,10965 MT GLEASON AVE,91040,Mt Gleason,School,EDU1,2,,26000,C2L,LC,2345720,6015599,1,6015599,1203119852,0,0,"C2 w/ diaphragms consist of wood sheathing, or have large aspect ratios",,
79,34.26838,-118.3028,10965 MT GLEASON AVE,91040,Mt Gleason,School,EDU1,1,,26700,C3L,LC,2408874,6177557,1,6177557,1235511553,4,0,RC FRAME WITH SHEAR WALLS,,
80,34.26838,-118.3028,10965 MT GLEASON AVE,91040,Mt Gleason,School,EDU1,2,,27600,C3L,LC,2490072,6385790,1,6385790,1277157955,2,0,RC FRAME WITH SHEAR WALLS,,
81,34.26838,-118.3028,10965 MT GLEASON AVE,91040,Mt Gleason,School,EDU1,2,,28800,C3L,LC,2598336,6663433,1,6663433,1332686557,6,0,RC FRAME WITH SHEAR WALLS,,
82,34.03949,-118.25909,1100 S BROADWAY,90015,,Office,COM4,13,1925,107178,C2H,PC,9454171,24245223,1,2424522348,490445429,0,0,CX,,
83,34.04273,-118.26434,1100 S FLOWER ST,90015,,Commercial,COM1,3,1920,66150,C3L,PC,5869490,15052306,1,1505230630,104612662,0,0,BXA,,
84,34.03581,-118.25309,1100 S SAN JULIAN ST,90015,,Commercial,COM2,1,1948,3233,C2L,LC,182923,469106,1,469106,938213,3,0,C5,,
85,34.03581,-118.25309,1100 S SAN JULIAN ST,90015,,Commercial,COM2,1,1925,7200,C2L,PC,407376,1044716,1,1044716,2089432,7,0,C55,,
86,33.98949,-118.47536,1101 OCEAN FRONT WALK,90291,,Commercial,COM1,5,1925,8610,C2M,PC,609932,1564172,1,1564172,3128343,86,0,C6,,
87,34.03965,-118.25902,1101 S BROADWAY,90015,,Industrial,IND2,2,1914,103555,C2L,PC,7644430,19604141,1.5,2940621149,10352518,31,1,CX,,
88,34.03991,-118.26005,1101 S HILL ST,90015,,Industrial,IND2,3,1955,81993,C3L,LC,6445470,16529407,1.5,2479411141,323518410,25,5,BX,,
89,34.03515,-118.25222,1101 S SAN PEDRO ST,90015,,Commercial,COM2,2,1930,9900,C2L,PC,560142,1436484,1,1436484,2872968,10,0,C5B,,
90,34.09091,-118.32113,1106 N BEACHWOOD DR,90038,,Office,COM4,3,1937,20250,C2L,PC,2079473,5332807,1,5332807,10665614,81,0,C7A,,
91,34.03306,-118.24926,1107 S STANFORD AVE,90021,,Industrial,IND2,3,1925,27366,C3L,PC,2151241,5516858,1.5,8275287,1379214613,7,8,concrete fame,,
92,33.92504,-118.29491,1110 W 119TH ST,90044,West Athens,School,EDU1,2,,11400,C3L,LC,1028508,2637609,1,2637609,5275218,228,0,RC FRAME WITH SHEAR WALLS,,
93,33.93612,-118.2542,11100 S CENTRAL AVE,90059,,School,EDU1,1,1963,4800,C3L,LC,433056,1110572,1,1110572,2221144,96,0,BX,,
94,33.93612,-118.2542,11100 S CENTRAL AVE,90059,,School,EDU1,1,1963,5112,C3L,LC,461205,1182759,1,1182759,2365519,102,0,BX,,
95,33.93612,-118.2542,11100 S CENTRAL AVE,90059,,School,EDU1,1,1963,5790,C3L,LC,522374,1339628,1,1339628,2679255,116,0,BX,,
96,33.93612,-118.2542,11100 S CENTRAL AVE,90059,,School,EDU1,2,1963,5790,C3L,LC,522374,1339628,1,1339628,2679255,116,0,BX,,
97,33.93612,-118.2542,11100 S CENTRAL AVE,90059,,School,EDU1,1,1963,16816,C3L,LC,1517140,3890704,1,3890704,7781409,336,0,BX,,
98,34.05411,-118.26218,1111 W 6TH ST,90017,,Office,COM4,4,1967,41840,C3M,LC,4296550,11018501,1,1101850122,37003167,0,0,BXB,,
99,34.27247,-118.44211,11133 O'MELVENY AVE,91340,San Fernando,School,EDU1,1,,3200,C2L,LC,288704,740381,1,740381,1480763,64,0,"C2 w/ diaphragms consist of wood sheathing, or have large aspect ratios",,
100,34.27247,-118.44211,11133 O'MELVENY AVE,91340,San Fernando,School,EDU1,1,,14400,C2L,LC,1299168,3331716,1,3331716,6663433,288,0,"C2 w/ diaphragms consist of wood sheathing, or have large aspect ratios",,
101,34.27247,-118.44211,11133 O'MELVENY AVE,91340,San Fernando,School,EDU1,1,,19600,C3L,LC,1768312,4534836,1,4534836,9069672,392,0,RC FRAME WITH SHEAR WALLS,,
102,34.03499,-118.24494,1114 E 8TH ST,90021,,Industrial,IND2,2,1924,24300,C2L,PC,1793826,4600267,1.5,6900400,1150066712,2,7,C6A,,
103,34.038,-118.25744,1114 S LOS ANGELES ST,90015,,Industrial,IND2,4,1920,44480,C3M,PC,3496573,8966961,1.5,1345044122,417402222,13,3,B55B,,
104,34.03739,-118.25642,1115 S SANTEE ST,90015,,Industrial,IND2,3,1923,22500,C2L,PC,1768725,4535895,1.5,6803843,1133973811,2,7,C55B,,
105,33.98982,-118.27347,112 E 58 ST,90011,,Warehouse,COM2,2,1947,50465,C3L,LC,2855310,7322442,1,7322442,14644883,50,0,BX,,
106,34.07608,-118.2603,1121 LEMOYNE ST,90026,,Church,REL1,5,1926,59500,C3M,PC,6787760,9573966,1,9573966,1914793238,68,0,BX,,
107,34.03547,-118.25336,1124 S SAN JULIAN ST,90015,,Commercial,COM2,3,1928,23520,C2L,PC,1330762,3412738,1,3412738,6825476,24,0,C5,,
108,34.03459,-118.25264,1125 S SAN PEDRO ST,90015,,Commercial,COM2,1,1938,6100,C2L,PC,345138,885106,1,885106,1770213,6,0,C4B,,
109,34.05273,-118.26415,1126 WILSHIRE BLVD,90017,,Office,COM4,2,1926,20000,C3L,PC,2053800,5266970,1,5266970,10533940,80,0,BXB,,
110,34.03878,-118.28172,1127 W WASHINGTON BLVD,90015,,School,EDU1,2,1936,12374,C2L,PC,1116382,2862962,1,2862962,5725925,247,0,CX,,
111,34.03516,-118.25368,1129 S SAN JULIAN ST,90015,,Industrial,IND2,1,1937,7200,C2L,PC,531504,1363042,1.5,2044563,3407605,36,2,C5,,
112,34.09172,-118.32336,1131 LODI PL,90038,,Residential,RES3D,3,1927,9075,C2L,PC,1023025,1442951,0.5,721475,2164426,11,28,C65,,
113,34.03779,-118.44194,11340 OLYMPIC BLVD,90064,,Office,COM4,2,1963,42180,C2L,LC,4331464,11108040,1,1110804022,216080169,0,0,CXA,,
114,34.05455,-118.26324,1136 W 6TH ST,90017,,Professional building,COM7,8,1923,44040,C3H,PC,5717273,14661946,1.5,2199291936,654865220,88,8,BX,,
115,34.05257,-118.26393,1138 WILSHIRE BLVD,90017,,Office,COM4,3,1952,21420,C2L,LC,2199620,5640925,1,5640925,11281850,86,0,C6,,
116,34.05066,-118.24391,114 E 2ND ST,90012,,Church,REL1,4,1934,17333,C3M,PC,1977349,2789001,1,2789001,5578002,1127,0,BX,,
117,34.03139,-118.24572,1140 E 11TH ST,90021,,Parking structure,COM1,3,1953,4140,C3L,LC,143989,369260,0.5,184630,553890,1,0,BX,,
118,34.03139,-118.24572,1140 E 11TH ST,90021,,Industrial,COM1,2,1947,8680,C2L,LC,301890,774198,0.5,387099,1161297,2,0,CX,,
119,34.03139,-118.24572,1140 E 11TH ST,90021,,Industrial,COM1,1,1947,13140,C2L,LC,457009,1172000,0.5,586000,1758000,3,0,CX,,
120,34.2773,-118.36357,11407 BRAINARD AVE,91342,Brainard Elementary,School,EDU1,2,,5500,C3L,LC,496210,1272531,1,1272531,2545061,110,0,REINFORCED CONCRETE (RC) MRF,,
121,34.2773,-118.36357,11407 BRAINARD AVE,91342,Brainard Elementary,School,EDU1,2,,8350,C2L,LC,753337,1931933,1,1931933,3863865,167,0,,,
122,34.0598,-118.44474,1142 WESTWOOD BLVD,90024,,Commercial,COM2,1,1929,16267,C2L,PC,920387,2360332,1,2360332,4720664,16,0,CX,,
123,34.04012,-118.26157,1143 S OLIVE ST,90015,,Parking structure,COM1,5,1965,177750,C3M,LC,6182145,15854111,0.5,7927055,23781166,36,0,BXA,,
124,34.05138,-118.26545,1145 W 7TH ST,90017,,Commercial,COM1,1,1941,6500,C2L,LC,514995,1320705,1,1320705,2641409,65,0,C6B,,
125,34.03474,-118.25401,1146 S SAN JULIAN ST,90015,,Industrial,IND2,3,1926,22500,C2L,PC,1768725,4535895,1.5,6803843,1133973811,2,7,C5B,,
126,34.03456,-118.25415,1147 SAN JULIAN ST,90015,,Industrial,IND2,5,1909,76044,C3M,PC,5977819,15330116,1.5,22995175,3832529138,0,23,B44A,,
127,34.03916,-118.26076,1149 S HILL ST,90015,,Commercial,COM4,10,1969,48583,C3H,LC,4807774,12329536,1,12329536,2465907119,4,0,BXA,,
128,34.03916,-118.26076,1149 S HILL ST,90015,,Office,COM4,3,1963,42072,C2L,LC,4320374,11079598,1,11079598,2215919716,8,0,,,
129,34.03725,-118.25805,1149 S LOS ANGELES ST,90015,,Commercial,COM1,3,1927,25200,C2L,PC,1741068,4464969,1,4464969,8929938,252,0,C55B,,
130,34.05815,-118.23756,115 E CESAR E CHAVEZ AVE,90012,,Commercial,COM1,3,1913,8715,C2L,PC,617371,1583247,1,1583247,3166494,87,0,CX,,
131,34.05445,-118.26285,1151 W 6TH ST,90017,,Office,COM4,2,1919,8113,C2L,PC,833124,2136546,1,2136546,4273093,32,0,CX,,
132,34.07307,-118.30914,116 S WESTERN AVE,90004,,Warehouse,COM2,8,1928,47524,C3H,PC,2688908,6895704,1,6895704,13791409,48,0,BX,,
133,34.07307,-118.30914,116 S WESTERN AVE,90004,,Warehouse,COM2,8,1928,51600,C3H,PC,2919528,7487130,1,7487130,14974259,52,0,BX,,
134,34.28085,-118.38436,11600 ELDRIDGE AVE,91342,Phoenix Academy of LA,Residential,COM6,2,1969,11120,C3L,LC,1607952,4123593,1.5,6185389,10308982,56,22,BX,,
135,34.28085,-118.38436,11600 ELDRIDGE AVE,91342,Phoenix Academy of LA,Office/non profit,COM6,1,1959,38456,C2L,LC,5560738,14260512,1.5,21390767,3565127919,2,77,CX,,
136,34.28085,-118.38436,11600 ELDRIDGE AVE,91342,Phoenix Academy of LA,Office/non profit,COM6,1,1970,44594,C2L,LC,6448292,16536646,1.5,24804969,4134161522,3,89,CXB,,
137,34.0506,-118.45948,11600 WILSHIRE BLVD,90025,,Professional building,COM7,5,1960,59459,C3M,LC,7718967,19795292,1.5,29692938,4948823029,7,119,BX,,
138,34.05023,-118.45993,11620 WILSHIRE BLVD,90025,,Parking structure,COM1,4,1975,171339,C3M,LC,5959170,15282293,0.5,7641146,22923439,34,0,BX,,
139,34.05023,-118.45993,11620 WILSHIRE BLVD,90025,,Professional building,COM7,11,1975,189085,C3H,LC,24547015,62950819,1.5,9442622915,7377048945,378,8,BX,,
140,34.05393,-118.46431,11661 SAN VICENTE BLVD,90049,,Office,COM4,5,1969,136538,C3M,LC,13511800,34651012,1,34651012,6930202554,6,0,BX,,
141,34.20119,-118.3864,11666 SHERMAN WAY,91605,,Commercial,COM1,2,1954,121444,C3L,LC,8688104,22280642,1,22280642,4456128412,14,0,BXA,,
142,34.04641,-118.24792,117 E 5TH ST,90013,,Hotel,RES4,6,1905,60979,C2M,PC,6380233,8999159,0.5,4499579,13498738,37,152,CX,,
143,34.04698,-118.24717,117 WINSTON ST,90013,,Industrial,IND2,7,1940,52101,C2M,PC,4095660,10503319,1.5,15754979,2625829826,1,16,CX,,
144,34.04913,-118.46129,11728 WILSHIRE BLVD,90025,,Parking structure,COM1,2,1961,270112,C3L,LC,9394495,24092183,0.5,12046092,36138275,54,0,BX,,
145,34.05551,-118.39559,1180 S BEVERLY DR,90035,City Bank,Bank,COM5,6,1966,56965,C3M,LC,8770901,22492976,1,22492976,4498595122,8,0,BX,,
146,34.04572,-118.46133,11800 TEXAS AVE,90025,University,School,EDU1,3,,35600,C3L,LC,3211832,8236743,1,8236743,1647348671,2,0,REINFORCED CONCRETE (RC) MRF,,
147,34.075,-118.36142,119 N FAIRFAX AVE,90036,,Commercial,RES4,1,1964,3656,C2L,LC,344139,485400,0.5,242700,728100,2,9,C6A,,
148,34.05221,-118.47221,11980 SAN VICENTE BLVD,90049,,Parking structure,COM1,4,1975,80298,C3M,LC,2792764,7162044,0.5,3581022,10743067,16,0,BX,,
149,34.05221,-118.47221,11980 SAN VICENTE BLVD,90049,,Office,COM4,9,1975,90670,C3H,LC,8972703,23010497,1,23010497,4602099536,3,0,BX,,
150,34.08281,-118.48025,11999 CHALON RD,90049,Mt St Marys College Chalon Campus,School,EDU2,4,,100000,C3M,LC,11468000,29409686,1.5,44114529,7352421520,0,0,,,
151,34.0477,-118.24671,120 E 4TH ST,90013,Dept of Water & Power City of Los Angeles,Utilities,GOV1,2,1920,20350,C2L,PC,2013836,5164482,1,5164482,10328965,81,0,shear wall,,
152,34.07609,-118.38373,120 N ROBERTSON BLVD,90048,,Office,COM4,9,1966,192766,C3H,LC,17003889,43606473,1,43606473,8721294677,1,0,BXB,,
153,34.03626,-118.25728,1200 S SANTEE ST,90015,,Industrial,IND2,12,1927,108000,C2H,PC,8489880,21772297,1.5,32658446,5443074354,0,32,CX,,
154,34.03205,-118.24982,1200 S STANFORD AVE,90021,,Industrial,IND2,5,1930,140808,C2M,PC,11068917,28386237,1.5,42579356,7096559370,4,42,CX,,
155,34.05311,-118.26502,1200 WILSHIRE BLVD,90017,,Office,COM4,6,1970,95075,C3M,LC,9408622,24128411,1,24128411,4825682238,0,0,BX,,
156,34.16839,-118.39491,12000 CHANDLER BLVD,91607,,Commercial,COM5,4,1970,61840,C3M,LC,9521505,24417899,1,24417899,4883579824,7,0,BXA,,
157,34.05221,-118.4731,12001 SAN VICENTE BLVD,90049,,Commercial,COM5,6,1964,53167,C3M,LC,8186123,20993312,1,20993312,4198662521,3,0,BX,,
158,34.02504,-118.2514,1201 E WASHINGTON BLVD,90021,,Commercial,COM2,1,1928,7760,C2L,PC,439061,1125971,1,1125971,2251943,8,0,CX,,
159,34.02504,-118.2514,1201 E WASHINGTON BLVD,90021,,Warehouse,COM2,2,1938,13600,C2L,PC,769488,1973352,1,1973352,3946704,14,0,CX,,
