VolcanoID,V_Name,Country,Region,Subregion,Latitude,Longitude,PEI,H_active,VEI_Holoce,hazard,class,risk
213010,Erciyes Dagi,Turkey,Mediterranean and W Asia,Turkey,38.520000000000000,35.479999999999900,5,0,Unknown VEI,NULL,U-HR,NULL
213011,Karaca Dag,Turkey,Mediterranean and W Asia,Turkey,37.670000000000000,39.829999999999900,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
213020,Nemrut Dagi,Turkey,Mediterranean and W Asia,Turkey,38.649999999999900,42.229999999999900,4,1,Unknown VEI,NULL,U-HHR,NULL
213021,S?phan Dagi,Turkey,Mediterranean and W Asia,Turkey,38.920000000000000,42.820000000000000,4,0,Unknown VEI,NULL,U-HR,NULL
213022,Girekol Tepe,Turkey,Mediterranean and W Asia,Turkey,39.192000000000000,43.216999999999900,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
213030,Tend?rek Dagi,Turkey,Mediterranean and W Asia,Turkey,39.369999999999900,43.869999999999900,4,1,Unknown VEI,NULL,U-HHR,NULL
213040,Ararat,Turkey,Mediterranean and W Asia,Turkey,39.700000000000000,44.299999999999900,4,1,3,NULL,U-HHR,NULL
213050,Kars Plateau,Turkey,Mediterranean and W Asia,Turkey,40.750000000000000,43.250000000000000,7,0,No confirmed eruptions,NULL,U-NHHR,NULL
214010,Elbrus,Russia,Mediterranean and W Asia,Western Asia,43.329999999999900,42.450000000000000,3,0,Unknown VEI,NULL,U-HR,NULL
214020,Kasbek,Georgia,Mediterranean and W Asia,Western Asia,42.700000000000000,44.500000000000000,3,0,Unknown VEI,NULL,U-HR,NULL
214030,Kabargin Oth Group,Georgia,Mediterranean and W Asia,Western Asia,42.549999999999900,44.000000000000000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
214040,Unnamed,Georgia,Mediterranean and W Asia,Western Asia,42.450000000000000,44.250000000000000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
214050,Unnamed,Georgia,Mediterranean and W Asia,Western Asia,41.549999999999900,43.600000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
214060,Aragats,Armenia,Mediterranean and W Asia,Western Asia,40.530000000000000,44.200000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
214070,Ghegam Ridge,Armenia,Mediterranean and W Asia,Western Asia,40.274999999999900,44.750000000000000,7,0,0,NULL,U-HR,NULL
214080,Dar-Alages,Armenia,Mediterranean and W Asia,Western Asia,39.700000000000000,45.542000000000000,5,0,Unknown VEI,NULL,U-HR,NULL
214090,Porak,Armenia-Azerbaijan,Mediterranean and W Asia,Western Asia,40.020000000000000,45.780000000000000,3,0,Unknown VEI,NULL,U-HR,NULL
214100,Tskhouk-Karckar,Armenia-Azerbaijan,Mediterranean and W Asia,Western Asia,39.729999999999900,46.020000000000000,3,0,Unknown VEI,NULL,U-HR,NULL
221010,"Tair, Jebel at",Yemen,Africa and Red Sea,Africa (northeastern) and Red Sea,15.550000000000000,41.829999999999900,2,1,3,1,NULL,1
221020,Zubair Group,Yemen,Africa and Red Sea,Africa (northeastern) and Red Sea,15.050000000000000,42.180000000000000,2,1,2,NULL,U-HHR,NULL
221021,Zukur,Yemen,Africa and Red Sea,Africa (northeastern) and Red Sea,14.020000000000000,42.750000000000000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
221022,Hanish,Yemen,Africa and Red Sea,Africa (northeastern) and Red Sea,13.720000000000000,42.729999999999900,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
221030,Jalua,Eritrea,Africa and Red Sea,Africa (northeastern) and Red Sea,15.042000000000000,39.820000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
221040,Alid,Eritrea,Africa and Red Sea,Africa (northeastern) and Red Sea,14.880000000000000,39.920000000000000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
221041,Dallol,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,14.242000000000000,40.299999999999900,2,1,1,NULL,U-HHR,NULL
221050,Gada Ale,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.975000000000000,40.408000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
221060,Alu,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.824999999999900,40.508000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
221070,Dalaffilla,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.792000000000000,40.549999999999900,2,1,3,NULL,U-HHR,NULL
221071,Borale Ale,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.725000000000000,40.600000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
221080,Erta Ale,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.600000000000000,40.670000000000000,3,1,0,1,NULL,1
221090,Ale Bagu,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.520000000000000,40.630000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
221091,Hayli Gubbi,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.500000000000000,40.719999999999900,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
221100,Dubbi,Eritrea,Africa and Red Sea,Africa (northeastern) and Red Sea,13.580000000000000,41.808000000000000,2,1,3,NULL,U-HHR,NULL
221101,Nabro,Eritrea,Africa and Red Sea,Africa (northeastern) and Red Sea,13.369999999999900,41.700000000000000,2,1,4,NULL,U-HHR,NULL
221102,Mallahle,Ethiopia-Eritrea,Africa and Red Sea,Africa (northeastern) and Red Sea,13.270000000000000,41.649999999999900,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
221103,Sork Ale,Ethiopia-Eritrea,Africa and Red Sea,Africa (northeastern) and Red Sea,13.180000000000000,41.725000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
221104,Asavyo,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.070000000000000,41.600000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
221105,Mat Ala,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.100000000000000,41.149999999999900,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
221106,Tat Ali,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.279999999999900,41.070000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
221107,Borawli,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.300000000000000,40.979999999999900,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
221110,Afder?,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.080000000000000,40.850000000000000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
221111,Ma Alalta,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.020000000000000,40.200000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
221112,Alayta,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,12.880000000000000,40.570000000000000,2,1,2,NULL,U-HHR,NULL
221113,Dabbahu,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,12.600000000000000,40.479999999999900,3,1,3,NULL,U-HHR,NULL
221114,Dabbayra,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,12.380000000000000,40.070000000000000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
221115,Manda Hararo,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,12.170000000000000,40.820000000000000,2,1,2,NULL,U-HHR,NULL
221116,Groppo,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,11.730000000000000,40.250000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
221120,Kurub,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,11.880000000000000,41.207999999999900,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
221121,Borawli,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,11.630000000000000,41.450000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
221122,Manda-Inakir,Ethiopia-Djibouti,Africa and Red Sea,Africa (northeastern) and Red Sea,12.380000000000000,42.200000000000000,2,1,2,NULL,U-HHR,NULL
221123,Mousa Alli,Ethiopia-Eritrea-Djibouti,Africa and Red Sea,Africa (northeastern) and Red Sea,12.470000000000000,42.399999999999900,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
221124,Gufa,Eritrea-Djibouti,Africa and Red Sea,Africa (northeastern) and Red Sea,12.550000000000000,42.530000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
221125,Assab Volcanic Field,Eritrea,Africa and Red Sea,Africa (northeastern) and Red Sea,12.949999999999900,42.430000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
221126,Ardouk?ba,Djibouti,Africa and Red Sea,Africa (northeastern) and Red Sea,11.580000000000000,42.469999999999900,3,1,1,NULL,U-HHR,NULL
221127,Manda Gargori,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,11.750000000000000,41.479999999999900,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
221141,Dama Ali,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,11.279999999999900,41.630000000000000,3,1,Unknown VEI,NULL,U-HHR,NULL
221150,Gabillema,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,11.080000000000000,41.270000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
221151,Yangudi,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,10.580000000000000,41.042000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
221160,Ayelu,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,10.082000000000000,40.701999999999900,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
221170,Adwa,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,10.070000000000000,40.840000000000000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
221171,Hertali,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,9.779999999999990,40.329999999999900,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
221172,Liado Hayk,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,9.570000000000000,40.280000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
221180,Dofen,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,9.350000000000000,40.130000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
221190,Fentale,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.975000000000000,39.930000000000000,4,1,0,NULL,U-HHR,NULL
221191,Beru,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.949999999999990,39.750000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
221200,Kone,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.800000000000000,39.692000000000000,5,1,1,NULL,U-HHR,NULL
221201,Unnamed,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.699999999999990,39.630000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
221210,Boset-Bericha,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.558000000000000,39.475000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
221220,Bishoftu Volcanic Field,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.779999999999990,38.979999999999900,7,0,No confirmed eruptions,NULL,U-NHHR,NULL
221221,Unnamed,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.619999999999990,38.950000000000000,7,0,No confirmed eruptions,NULL,U-NHHR,NULL
221222,Sodore,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.430000000000000,39.350000000000000,7,0,No confirmed eruptions,NULL,U-NHHR,NULL
221230,Gedamsa,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.350000000000000,39.180000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
221240,Bora-Bericcio,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.270000000000000,39.030000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
221250,Tullu Moje,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.158000000000000,39.130000000000000,5,1,Unknown VEI,NULL,U-HHR,NULL
221251,Unnamed,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.070000000000000,39.070000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
221252,East Zway,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,7.950000000000000,38.930000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
221260,Butajiri-Silti Field,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.050000000000000,38.350000000000000,7,0,No confirmed eruptions,NULL,U-NHHR,NULL
221270,Alutu,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,7.770000000000000,38.780000000000000,5,0,Unknown VEI,NULL,U-HR,NULL
221280,O'a Caldera(s),Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,7.470000000000000,38.579999999999900,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
221290,Corbetti Caldera(s),Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,7.180000000000000,38.430000000000000,7,0,No confirmed eruptions,NULL,U-NHHR,NULL
221291,Bilate River Field,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,7.070000000000000,38.100000000000000,7,0,No confirmed eruptions,NULL,U-NHHR,NULL
221292,Tepi,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,7.420000000000000,35.430000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
221293,Hobicha Caldera(s),Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,6.780000000000000,37.829999999999900,7,0,No confirmed eruptions,NULL,U-NHHR,NULL
221300,Chiracha,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,6.650000000000000,38.119999999999900,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
221310,Tosa Sucha,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,5.930000000000000,37.570000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
221311,Unnamed,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,5.650000000000000,37.670000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
221320,Korath Range,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,5.100000000000000,35.880000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
221330,Mega Basalt Field,Ethiopia-Kenya,Africa and Red Sea,Africa (northeastern) and Red Sea,4.080000000000000,37.420000000000000,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
222001,North Island,Kenya,Africa and Red Sea,Africa (eastern),4.070000000000000,36.049999999999900,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
222010,Central Island,Kenya,Africa and Red Sea,Africa (eastern),3.500000000000000,36.042000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
222020,South Island,Kenya,Africa and Red Sea,Africa (eastern),2.630000000000000,36.600000000000000,2,1,1,NULL,U-HHR,NULL
222021,Marsabit,Kenya,Africa and Red Sea,Africa (eastern),2.320000000000000,37.969999999999900,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
222030,"Barrier, The",Kenya,Africa and Red Sea,Africa (eastern),2.320000000000000,36.570000000000000,2,1,2,1,NULL,1
222040,Namarunu,Kenya,Africa and Red Sea,Africa (eastern),1.980000000000000,36.430000000000000,2,0,Unknown VEI,NULL,U-HR,NULL
222050,Segererua Plateau,Kenya,Africa and Red Sea,Africa (eastern),1.570000000000000,37.899999999999900,3,0,No confirmed eruptions,NULL,U-NHHR,NULL
222051,Emuruangogolak,Kenya,Africa and Red Sea,Africa (eastern),1.500000000000000,36.329999999999900,2,1,0,NULL,U-HHR,NULL
222052,Silali,Kenya,Africa and Red Sea,Africa (eastern),1.150000000000000,36.229999999999900,3,0,Unknown VEI,NULL,U-HR,NULL
222053,Paka,Kenya,Africa and Red Sea,Africa (eastern),0.920000000000000,36.180000000000000,3,0,4,NULL,U-HR,NULL
222054,Korosi,Kenya,Africa and Red Sea,Africa (eastern),0.770000000000000,36.119999999999900,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
222055,Ol Kokwe,Kenya,Africa and Red Sea,Africa (eastern),0.620000000000000,36.075000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
222056,Nyambeni Hills,Kenya,Africa and Red Sea,Africa (eastern),0.230000000000000,37.869999999999900,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
222060,Menengai,Kenya,Africa and Red Sea,Africa (eastern),-0.200000000000000,36.070000000000000,6,0,6,NULL,U-HR,NULL
222070,Homa Mountain,Kenya,Africa and Red Sea,Africa (eastern),-0.380000000000000,34.500000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
222071,Elmenteita Badlands,Kenya,Africa and Red Sea,Africa (eastern),-0.520000000000000,36.270000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
222080,"Eburru, Ol Doinyo",Kenya,Africa and Red Sea,Africa (eastern),-0.650000000000000,36.219999999999900,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
222090,Olkaria,Kenya,Africa and Red Sea,Africa (eastern),-0.904000000000000,36.292000000000000,5,1,Unknown VEI,NULL,U-HHR,NULL
222100,Longonot,Kenya,Africa and Red Sea,Africa (eastern),-0.914000000000000,36.445999999999900,5,1,0,NULL,U-HHR,NULL
222110,Suswa,Kenya,Africa and Red Sea,Africa (eastern),-1.175000000000000,36.350000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
222120,"Lengai, Ol Doinyo",Tanzania,Africa and Red Sea,Africa (eastern),-2.764000000000000,35.914000000000000,3,1,3,2,NULL,2
222130,Chyulu Hills,Kenya,Africa and Red Sea,Africa (eastern),-2.680000000000000,37.880000000000000,4,1,2,NULL,U-HHR,NULL
222150,Kilimanjaro,Tanzania,Africa and Red Sea,Africa (eastern),-3.070000000000000,37.350000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
222160,Meru,Tanzania,Africa and Red Sea,Africa (eastern),-3.250000000000000,36.750000000000000,5,1,4,NULL,U-HHR,NULL
222161,Igwisi Hills,Tanzania,Africa and Red Sea,Africa (eastern),-4.891000000000000,31.930000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
222162,Unnamed,Tanzania,Africa and Red Sea,Africa (eastern),-8.624000000000000,33.582999999999900,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
222163,SW Usangu Basin,Tanzania,Africa and Red Sea,Africa (eastern),-8.750000000000000,33.799999999999900,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
222164,Ngozi,Tanzania,Africa and Red Sea,Africa (eastern),-8.970000000000000,33.570000000000000,7,0,5,NULL,U-HR,NULL
222165,Izumbwe-Mpoli,Tanzania,Africa and Red Sea,Africa (eastern),-8.930000000000000,33.399999999999900,7,0,No confirmed eruptions,NULL,U-NHHR,NULL
222166,Rungwe,Tanzania,Africa and Red Sea,Africa (eastern),-9.130000000000000,33.670000000000000,5,0,5,NULL,U-HR,NULL
222170,Kyejo,Tanzania,Africa and Red Sea,Africa (eastern),-9.230000000000000,33.780000000000000,5,1,2,NULL,U-HHR,NULL
223001,Fort Portal,Uganda,Africa and Red Sea,Africa (central),0.700000000000000,30.250000000000000,6,0,Unknown VEI,NULL,U-HR,NULL
223002,Kyatwa,Uganda,Africa and Red Sea,Africa (central),0.450000000000000,30.250000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
223003,Katwe-Kikorongo,Uganda,Africa and Red Sea,Africa (central),-0.080000000000000,29.920000000000000,7,0,No confirmed eruptions,NULL,U-NHHR,NULL
223004,Bunyaruguru,Uganda,Africa and Red Sea,Africa (central),-0.200000000000000,30.079999999999900,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
223005,Katunga,Uganda,Africa and Red Sea,Africa (central),-0.471000000000000,30.190999999999900,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
223010,May-ya-moto,DR Congo,Africa and Red Sea,Africa (central),-0.930000000000000,29.329999999999900,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
223020,Nyamuragira,DR Congo,Africa and Red Sea,Africa (central),-1.408000000000000,29.199999999999900,5,1,3,1,NULL,2
223030,Nyiragongo,DR Congo,Africa and Red Sea,Africa (central),-1.520000000000000,29.250000000000000,5,1,2,1,NULL,2
223040,Karisimbi,DR Congo-Rwanda,Africa and Red Sea,Africa (central),-1.500000000000000,29.449999999999900,6,0,Unknown VEI,NULL,U-HR,NULL
223050,Visoke,DR Congo-Rwanda,Africa and Red Sea,Africa (central),-1.470000000000000,29.492000000000000,6,1,1,NULL,U-HHR,NULL
223060,Muhavura,Uganda-Rwanda,Africa and Red Sea,Africa (central),-1.380000000000000,29.670000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
223070,Bufumbira,Uganda,Africa and Red Sea,Africa (central),-1.230000000000000,29.719999999999900,7,0,No confirmed eruptions,NULL,U-NHHR,NULL
223080,Tshibinda,DR Congo,Africa and Red Sea,Africa (central),-2.320000000000000,28.750000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
224001,Sao Tome,Sao Tome and Principe,Africa and Red Sea,Africa (western),0.200000000000000,6.580000000000000,4,0,No confirmed eruptions,NULL,U-NHHR,NULL
224002,San Carlos,Equatorial Guinea,Africa and Red Sea,Africa (western),3.350000000000000,8.520000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
224003,San Joaquin,Equatorial Guinea,Africa and Red Sea,Africa (western),3.350000000000000,8.630000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
224004,Santa Isabel,Equatorial Guinea,Africa and Red Sea,Africa (western),3.580000000000000,8.750000000000000,5,1,Unknown VEI,NULL,U-HHR,NULL
224010,Cameroon,Cameroon,Africa and Red Sea,Africa (western),4.203000000000000,9.170000000000000,5,1,3,1,NULL,2
224011,Tombel Graben,Cameroon,Africa and Red Sea,Africa (western),4.750000000000000,9.670000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
224020,Manengouba,Cameroon,Africa and Red Sea,Africa (western),5.030000000000000,9.830000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
224030,Oku Volcanic Field,Cameroon,Africa and Red Sea,Africa (western),6.250000000000000,10.500000000000000,6,0,No confirmed eruptions,NULL,U-NHHR,NULL
224040,Ngaoundere Plateau,Cameroon,Africa and Red Sea,Africa (western),7.250000000000000,13.670000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
224050,Biu Plateau,Nigeria,Africa and Red Sea,Africa (western),10.750000000000000,12.000000000000000,5,0,No confirmed eruptions,NULL,U-NHHR,NULL
225001,Todra Volcanic Field,Niger,Africa and Red Sea,Africa (northern),17.680000000000000,8.500000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
225002,Tin Zaouatene Volcanic Field,Mali,Africa and Red Sea,Africa (northern),19.829999999999900,2.830000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
225003,In Ezzane Volcanic Field,Algeria-Niger,Africa and Red Sea,Africa (northern),23.000000000000000,10.830000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
225004,Tahalra Volcanic Field,Algeria,Africa and Red Sea,Africa (northern),22.670000000000000,5.000000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
225005,Atakor Volcanic Field,Algeria,Africa and Red Sea,Africa (northern),23.329999999999900,5.830000000000000,2,0,No confirmed eruptions,NULL,U-NHHR,NULL
